	id	label	tweet
15972	15973	1	      no safe place   blacks     country     people like   bitter 
15974	15975	1	    hispanic    like      stomping     listen  retweet boricua 
15985	15986	1	   know ref   malevote amp womenvote    profiling   ref   blackvotehispanicvote  accepting 
16001	16002	1	sikh temple vandalised     calgary wso condemns  act  
16018	16019	1	 azealia banksjimmy mcmillanjames david manning usa clinton trump     
16049	16050	1	   lmfao no nonwhite people     bigots   prejudiced        system   oppressi 
16054	16055	1	 comment    reveals once     disgusting reality      stupidity    circle trump
16058	16059	1	  carl paladino looks like   fired  
16082	16083	1	         
16086	16087	1	 white fragility       hard   talk   white people about  
16102	16103	1	  agree   hrc wouldnt   won   popularvote wo ca much   same way trump wouldnt win wo    
16151	16152	1	    good place   sta learning abt   one person        amp bigot mtvwhiteguys
16172	16173	1	        ivanka bracelet       good profiting   xenophobia misogyny hatred 
16173	16174	1	      cud        wud blackonblack   ris antiblackness dogwhistle blacklives
16178	16179	1	instagrams bestfeature           read stupid  childish rude comments  
16189	16190	1	msnbc  amjoy joe biden       thank trump   unmasking americas  
16191	16192	1	  congressman  hangs   picture nations capitol he should volunteer     hu 
16222	16223	1	 allahsoil   problem     theres no space   alternative explanations   emiratis 
16227	16228	1	 kkkblm  same nazi scum   hitlerjugend different color   skin   same leftist amp dem ideology 
16237	16238	1	    stupid idea   trump     fascist        destroy   usa   gone   far obama     terrorist
16244	16245	1	      pa      mil   rejected putinschoice boycott   business  amp hatred must   stoppe 
16257	16258	1	fuck donald trump he   never     president opkkk optrump  illegitimate oligarch plutocrat  shill 
16264	16265	1	people   protesting trump     republican wonthey       trump   fuhered  amp 
16268	16269	1	    th amendment  blm discussed   thanks     
16273	16274	1	she resigned today     chaer school texas  justicereform 
16293	16294	1	 tbt    young women     relevant read     women   journalism 
16332	16333	1	   giant version     flag   rebellion sedition    flapping   virginia     
16356	16357	1	  italian fascist carlpaladino needs   lobotomy    thats   wish perhaps   hell realize yes carl       bigot amp 
16387	16388	1	put     big girl panties pandy asses 
16399	16400	1	 america   racist       plethora   reasons   someone     like obama   ignorant   many fashio 
16414	16415	1	 ag pick jeff sessions scrubs racism   recordeven tho he once argued       felony trumpsamerica   
16446	16447	1	    happened far   often  
16449	16450	1	 allahsoil one infamous maneuver   affectionately   baptized   saudi sweep     
16467	16468	1	    nope still struggling   see either         observation
16509	16510	1	 everytime   wear soccer shis joie fries     says   look mexican   fuck  
16512	16513	1	holiday fun socially relevant podcast celebrates  bewitched xmas ep   
16522	16523	1	    white people expats     rest   us   immigrants socialclass money  privilege 
16551	16552	1	 presidents same policy   israeli settlements   only obama   slammed     treacherous antisemite  
16559	16560	1	   might     libtard   libtard  sjw liberal politics 
16560	16561	1	    hispanic amp   like      stomping    listen  retweet boricua 
16573	16574	1	    hispanic amp   like      stomping     listen  retweet boricua miami newyork losangeles
16603	16604	1	carlpaladino    vile remarks about presidentobama amp micheleobama  trump     deplorables must go 
16621	16622	1	 israel            rape   land       theirs      freedom   palestine   
16638	16639	1	  remark   racist even   only uttered     wife carlpaladino should     involved   anything       education
16645	16646	1	carl paladino     former trump campaign official unpresidented  trump 
16652	16653	1	 snatch   wig off james brown head amp get her out  
16656	16657	1	  time   end    days     lives live shyan selah cafenoirproject 
16666	16667	1	cutsie logic   wrong     know construction     build bridges   walls give trump   chance hate     
16668	16669	1	 allahsoil   cold war   fought over oil   teambts teamsuperjunior  
16680	16681	1	italians werent coming     country were women were stoned   they   entered illegally proimmigrant   
16705	16706	1	 yup   concur     nearly  million voters 
16712	16713	1	  th remake     doesnt     token asian chick    carolsbycandlelight
16714	16715	1	   thoughts   female fighters dolled      promotions 
16722	16723	1	  welcome    looks like    going       full   batshit dumb sjws      dumb notracist 
16733	16734	1	texas man kills latina stepmom   celebrating cowboys win  newswithed  
16735	16736	1	black genius   white supremacy     missing   action   freemasons being taught   lesson about  
16741	16742	1	   nonsensical hatefilled wordsalad wb funny     werent   sad   bigotry notmypresident 
16755	16756	1	listen    discuss   boys engage   sexualbullying   harassment   
16768	16769	1	theresistance notmypresident     treason  narcissist  gaslighting 
16782	16783	1	jeffsessions omits decades   records     ag confirmation hearing             
16799	16800	1	putin amp netanyahou     talking     phone  whats    thug obama think about        
16803	16804	1	 allahsoil   think   cultures   separate   distinct   one another     
16808	16809	1	aleppo orlando  syria  trump  war berlinattack   inequality   bagdad  nice  paris      nothing   celebrate getreal
16810	16811	1	donald   putins butt buddy     commie 
16818	16819	1	    gonna steal   shit   least     common couesy   steal   right 
16825	16826	1	 blacklivesmatters lanasprayberry another      position   authority       go blacktwitter 
16847	16848	1	  miss   miriam herschlags blog haim yavin   ass  via   journalism
16855	16856	1	racism   muslim societies   dr eren tasar     teaching islam sblaar 
16871	16872	1	 please resign      school board 
16876	16877	1	newyearseve factophobia ale   people    whose   following words islamophobia  feminism culturalenrichment
16905	16906	1	disgrace  ashamed     person     fellow newyorker  
16924	16925	1	seems like  canadianvalues   ignoring reality dividing amp weakening hate amp  science cdnpoli 
16931	16932	1	       one      mil americans   rejected   bigotry amp hatred fly   flag half mast   jan 
16933	16934	1	   might     libtard   libtard  sjw liberal politics 
16972	16973	1	    lesson      hypocrisy imagine   obama    kids    different women   bragged about grabbing pussies donaldtrump
17013	17014	1	 racist schools   teaching students   whiteness     problem  
17016	17017	1	  should     enough      no notmypres wtf neverump unpresidented bigot   
17036	17037	1	wtf    propaganda  rant    inveed aussie flag wmuslim cresc 
17040	17041	1	islam against racism  press tv   
17051	17052	1	   might     libtard   libtard  sjw liberal politics 
17067	17068	1	 obamajarretts   agenda     destroy everything good about   country   inflict even bit   hate 
17083	17084	1	good morning bud   breakfast marijuana unleashed   ibooks   
17103	17104	1	  please retweet       impoant issue   needs     discussed nojustice  loserpizza
17116	17117	1	today      pornstars   
17137	17138	1	pay porn free video  jokes about women 
17150	17151	1	trump trumps love trump donaldduck sweetpotato bigotry  mustfall rachelmaddow rhashtags epitomeofsorrow defineepitome
17156	17157	1	      asked   sales assistants   they heard they quickly copped outhmm   wouldnt   surprised they  
17174	17175	1	    hispanic amp   like      stomping    listen  retweet boricua 
17180	17181	1	wow      real    times back     day   smackdown unitedstateschampion uschampion sdlive great   illegal talk
17208	17209	1	     still alive  black man   forced into coffin   white south africans 
17269	17270	1	 please retweet video   sparks outrage white officer arrested black mother after littering argument   
17280	17281	1	    hispanic amp  like      stomping     listen  retweet boricua miami 
17315	17316	1	mud radio songwords showmeyoureawoman  omg anyone listened     words     seventies classic signofthetimes 
17317	17318	1	  insults get off   tl   jew hating  piece   shit   
17323	17324	1	racism   home   anti advice   others were good     
17336	17337	1	sea shepherd suppoers   racist   antiracism seashepherd 
17408	17409	1	uk  expressed     photo euref brexit  
17415	17416	1	               king   win chess       queen  downwiththetriarchy thefutureisfemale
17423	17424	1	 freedownload   peek   nyc       come back   holier   moi
17434	17435	1	virginia kkk leader were   racist were   misunderstood christians trumpracist  trumpconaist  
17453	17454	1	msg   hope   newyear   business   end  endof tedtalks tedatibm   
17490	17491	1	  video   censored   youtube    hate speech  enjoy maga  everythingisracist triggered 
17511	17512	1	kicking off about robbiewilliams acting slutty   bbc littlemix     every time   no one bats   lid  against men 
17512	17513	1	priyankachopra   subjected      she fought back hard  hollywood   quantico   bollywood 
17525	17526	1	sikh temple vandalised     calgary wso condemns  act  
17584	17585	1	most  country argues over different shades   black     
17587	17588	1	great speech war veteran  iraq war profit  military invasion
17608	17609	1	    uglylady 
17618	17619	1	 new video  super mario run   sexist  christmas ivankatrump manspreading 
17621	17622	1	thats harsh  even   these post brexit  xenophobia   times    next   charity called send   bugg 
17635	17636	1	black dad puts  baby mama   blast after he takes   biracial daughter   get braids 
17651	17652	1	racists never ceased   rant     
17689	17690	1	joemixon espn minnesotavikings     goes without saying hes   homophobe    sucklahoma oab 
17705	17706	1	allahsoil   term jihad     highlycontested concept      teambts teamsuperjunior 
17708	17709	1	 feminismiscancer feminismisterrorism feminismmuktbharat    malevote   ignored  
17749	17750	1	 hidden    america     rampant   blatant racism     
17762	17763	1	    reel   letting girls       theres   massive queue   guys 
17763	17764	1	      smileyong along   kingconrad  make   go through hell     
17782	17783	1	marijuana prohibition        sta  detroit mi atlanta tennessee alabama georgia florida utah
17823	17824	1	    black amp   like      stomping     listen  retweet tampa miami 
17844	17845	1	 allahsoil neoliberalism prioritized money   oil over pretty much everything else     
17857	17858	1	thought factory leftright polarisation trump uselections leadership politics  brexit blm  
17918	17919	1	  latest   zurich times  
17926	17927	1	     negro   good he   allowed   go   heaven     servant     eternity according   mormonism mormonis 
17937	17938	1	  giant version     flag   rebellion sedition    flapping   virginia     
17963	17964	1	bout   play    game lol
18034	18035	1	shocker soros funded causes no matter      ok   criticism   leftard policies hypocrisy     ok 
18079	18080	1	antiislamist rally organiser neilerikson shown laughing   death footage  auspol rwnj tinfoilhat 
18109	18110	1	 feminismiscancer feminismisterrorism feminismmuktbharat    malevote   ignored  
18111	18112	1	       illegal   show topless photos   women   legal   write  comments stopracism facebook 
18119	18120	1	 black   brown women being intersectional means   see   bus before   get thrown under    whitefeminism 
18132	18133	1	cleveland police union overwhelmingly endorses trump   president  cleveland kkk klan love trump  ohio
18137	18138	1	 whats   difference between   jew     pizza    pizza doesnt scream     oven  jokes jewishjoke
18144	18145	1	 koreans amp joseon people   japan   abuse      claims   own rights   rough demo 
18147	18148	1	axed   cbc after  comments celebrity     she 
18156	18157	1	carlpaladino ahole extraordinaire    guy     trump hero   course gop  fascismo wishes obama de 
18176	18177	1	  auspol race  culture wars   other means 
18188	18189	1	    defunding aboion   sending       inauguration  
18190	18191	1	     wanna mock   country       no pt libtards     most     allbc        
18199	18200	1	 school board seeks   oust member    jabs   obama 
18201	18202	1	  victim   victimise   oppressor     no economic power   no black people     racist 
18205	18206	1	 australia   japanese whaling      opkillingbaythecove  boycottaustralia
18206	18207	1	rise   today   out  stories   police brutality      police 
18231	18232	1	 fucking di bag notmypresident fucktrump sexualpredator  liar incompitent orange delusional divider moron
18232	18233	1	 intercourse video men   women japanese armpit hairly nude picture
18238	18239	1	republican trump buddy   rabid racist   figure out whats wrong wsaying violently hateful things    
18245	18246	1	 wow blackpeople   harlem   worried bout whitepeople   latinos moving         reversed   would   called 
18267	18268	1	word factory race denial prevents healing southafrica leadership transformation inequality   
18281	18282	1	salt lake tech workers experience least racism survey says  deseret news   
18282	18283	1	   might     libtard   libtard  sjw liberal politics 
18315	18316	1	   might     libtard   libtard  sjw liberal politics 
18352	18353	1	 police being horribly hyperviolent     raids  acab 
18366	18367	1	one powerful picture   takes great humanity   kindness   save   life   someone   hates   existence 
18392	18393	1	bustyescos  haha really great    
18412	18413	1	  time   end    days     lives live shyan selah cafenoirproject 
18416	18417	1	 allahsoil     westerners   islamophobes     emiratis inwords 
18435	18436	1	        metrics     cowboy    stop fakenews  hate fear nonsens 
18460	18461	1	  boss fired   due   alleged    told him   hated everyone honestly   much   committed   equality   he        
18464	18465	1	 fuck donald trump he   never     president opkkk optrump  illegitimate oligarch plutocrat  shill 
18487	18488	1	   would hope       imagine anyone educated     actively    utterly amoral voting   treasonoustrump though
18493	18494	1	   black amp   like      stomping     listen  retweet tampa miami 
18497	18498	1	content abuse pedophilia stalking harassment gaslighting ableism  threats suicide nsfw self harm rape incest
18505	18506	1	true wife sex stories  chick gets fucked 
18538	18539	1	 realitycheck policing   america     cop  audiblechannels policebrutality   socialjus
18544	18545	1	       time   fightback against evil men     donaldtrump      homophobic   ego peacein
18549	18550	1	arc  week class    amp education mon  pm  sliding scale  cambma harvardsq justice workshop
18555	18556	1	    people really   think             interracial relationship ampor   childrenofcolor   opt out   
18600	18601	1	  racism   resource development       political stories inuit watched     
18617	18618	1	yup   concur     nearly  million voters 
18629	18630	1	    black amp   like      stomping    listen  retweet tampa miami 
18635	18636	1	jessica   christmas bdsm         cam
18637	18638	1	terry bradshaw amp george karl     least insensitive remarks   most racist re melo   mike tomlin trump emboldened 
18651	18652	1	newyearseve skynews presenter   asian woman   edinburgh   brings     asian woman   live   
18661	18662	1	 feminismiscancer feminismisterrorism feminismmuktbharat    malevote   ignored  
18682	18683	1	fascism doesnt arrive doing   nazi salutbut     sharp suit altright  richardspencer trumpism dkpol 
18746	18747	1	  almost always trust brazilians 
18747	18748	1	    sound       her looks   fall back   unlike nunes good luck   
18785	18786	1	heres   collection     coverage   womenrelated issues  womensissues gender equality 
18817	18818	1	    black amp   like    stomping     listen  retweet tampa miami 
18818	18819	1	  uk governments new antisemitism definition conflates    valid criticism   israel  opendemocracy 
18837	18838	1	 president jimmy caer leaving   religion due    
18838	18839	1	    only one requirement     job     us president being male stillwithher hillaryclinton neverump 
18855	18856	1	pa    trumps tweets after    coulda won     wanted    using putin   project   anger cuz   hate him 
18858	18859	1	   thought she    assistants gladshesgone  nohope
18875	18876	1	based   recent commercials   state farm   old navy omarosas choice   clearly  
18885	18886	1	  impossible        hateful   someones skin color   social status   gender   believe   god
18918	18919	1	reject  news  amwriting southafrica politics libearian
18936	18937	1	   whiter   kevin federline    
18950	18951	1	 racism   home   anti advice   others were good     
18952	18953	1	silveragatka     screenshot amp share these snaps   michaelacoel     impoant message  colou 
18954	18955	1	priyankachopra   subjected      she fought back hard  hollywood   quantico   bollywood 
18962	18963	1	thought factory leftright polarisation trump uselections leadership politics  brexit blm gt 
18968	18969	1	  latest   eu tweet daily  thanks     healthy
18987	18988	1	   might     libtard   libtard  sjw liberal politics 
19000	19001	1	 allahsoil hitler fought   battle   noh africa over access   oil       teambts 
19004	19005	1	 thats   hate  bigotry   greed     new religion  makeamericagreatagain trump goppropaganda
19016	19017	1	  wish   amp   family     happynewyear lets work together   remove povey xenophobia  genderinequality     world
19028	19029	1	sexy cora porn  black girl porn 
19033	19034	1	      hispanic black asian   nonracist white other minority   serve   military while    power  msnbc retweet
19051	19052	1	  sea shepherd suppoers   racist   antiracism seashepherd
19056	19057	1	 sad         much hatred towards jews   eu amp xians     remember xians   kenya nigeria 
19072	19073	1	most recent criminal negligence   authorities   health amp detention staff caused death   msdhu amp faisal 
19093	19094	1	  verizon being      having   mens moto    sale        womens  poweothewomen 
19095	19096	1	   hate           being corruption bankrupt  buttholemouth  whiteprivelage daddygavemeamillion
19115	19116	1	    hispanic amp   like           listen  retweet boricua miami 
19122	19123	1	black upenn freshmen added   racist social media account   daily lynching calendar  
19145	19146	1	          university stands    hate ignorance stupidity lies mdcollege 
19155	19156	1	hot new release swiftly sharpens   fang  radicalisation revenge  preorder   
19161	19162	1	         would         avitar        projecting hate    
19165	19166	1	 no joke   tired   celebrities acting like   threatened   them leaving also theyre      move   mexico
19179	19180	1	  see   driver amp   were talking about africans   speak english fluently     moron         thou 
19197	19198	1	    course   person would       open   educating self about systemic   they     
19203	19204	1	spos illustrated girls naked  sex videos 
19210	19211	1	         make mediocre videos   being way   flattering       though  
19220	19221	1	 allahsoil       us   consumers   hold   media accountable    teambts   
19224	19225	1	 quotes about women kingfisher girls xxx 
19234	19235	1	   main stream news media like    busily covering   small hand  misogynist    notice
19280	19281	1	 dear    please define systemicracism   economicapaheid            da intend       add 
19292	19293	1	ifyousawinyouwhatisee   would believe   accusations regarding   father  
19311	19312	1	   only   racist would segregate people like     
19313	19314	1	mixed race couples still face    australia 
19326	19327	1	   kind        expect   trump amrica
19334	19335	1	sikh temple vandalised     calgary wso condemns  act   
19338	19339	1	wish     black    could   lots   feminists shut      amp homophobia
19352	19353	1	    invited      help actions   peace povey   sept   
19368	19369	1	 allahsoil like   religions islam       strong unifying force    teambts teamsuperjunior 
19385	19386	1	 white girl   sex   black guy best world sex 
19387	19388	1	       jewish kwanza jehovas witness bigot 
19396	19397	1	 commercial showing interracial couple attacked    amerikkka suppoers  
19401	19402	1	      morgan freeman responded   asked     solve racism morganfreeman  commonsense 
19406	19407	1	  sick       preprogrammed hillbots rhetoric enough already   about unity patriotism   love   fe 
19417	19418	1	  saying they would   let   guy fall     ground   get wailed      seconds before calling   fight  
19431	19432	1	 lanasprayberry should   fired   she thinks choking   child     wrongful arrest     parent   acceptable 
19457	19458	1	 calls michigan middle school build   wall chant  tcot  
19490	19491	1	save   date  sourcenation live wed  thependulum  newshow  policebrutality 
19492	19493	1	   might     libtard   libtard  sjw liberal politics 
19495	19496	1	prolapsed pussy    women 
19516	19517	1	 men   think misogyny     issue   way white people   think      issue  try listening instead 
19524	19525	1	sikh temple vandalised     calgary wso condemns  act  
19541	19542	1	    think about          one    love  
19557	19558	1	 girls     world natt chanapa nu sex fuck 
19558	19559	1	       expose         mean nothing     expose       racist             waiting 
19573	19574	1	   black amp   like      stomping     listen  retweet tampa miami 
19589	19590	1	      type    trash trump   paladino attract dumbfuck 
19590	19591	1	keep these conversations going   school   home    need   create   space   time   commit   help them 
19612	19613	1	     mean   guy teammichaelpalage teamcancer  
19623	19624	1	   fall   going       thing   wonder resist narcissist  psychopath  mysoginist  clown happynewyear
19626	19627	1	trump campaign official   michelle obama     let loose   live   african apes  notmypresident 
19638	19639	1	  review    shows churchs response   immigration  politics amp mercy 
19651	19652	1	      god triggered
19658	19659	1	 ppl wait    hrs  airpo miss connecting flights put them   flights  hrs later   
19677	19678	1	    vital   address porns influence   discussing  sexual abuse   demeaning language about women ht
19705	19706	1	stop lying about keithellisons  years     antisemitic hate group  keithx dncchair antisemitism 
19732	19733	1	 homicides rose   most big cities   year    wall street journal povey  inequity illegalguns  
19744	19745	1	 amp    democraticpay keeps telling     blm     see chicago detroit amp every other innercity   america
19745	19746	1	ohio trump campaign chair kathy miller should             hear about  before obama  
19777	19778	1	  already happening     given russia   reasons     jolly hacking  fraud 
19779	19780	1	ed op   being   racist   enough  heres     
19807	19808	1	 allahsoil most deaths caused   islamic extremism occur   civil wars   terror attacks     rac
19819	19820	1	   lolol      leb either   cow
19832	19833	1	  racist truth about canadian immigration  cdnpoli lpc canpoli  canada
19836	19837	1	   lose   right  call others racist after   tweet like       hypocrite  whitegenocide 
19857	19858	1	    stupid  mfs   discredit white privilege       dummies no texas law allows choking kids msnbc
19891	19892	1	   props jesus     black nor   he white those   promote   hateful  biggotry need     called vile scum
19896	19897	1	great  country australia   israel  australian opkillingbayseashepherd  israelikpop kpopdance 
19912	19913	1	 jews christians   muslims   believe   good   prevail   emiratis 
19916	19917	1	 black     racist    seen     white woman acts   she doesnt get her way     perfect metaphor 
19931	19932	1	sexist slant   media representation   women needs   change  slant media representation women needs 
19937	19938	1	reject  news     latest amwriting aicle   
19949	19950	1	  reson     many muslims might     
19966	19967	1	   says   president elect   calls americans enemies  hateful ignorant
19975	19976	1	thanks     those  dead white dudes   europe  aint   nigga   da list blm rapechucktodd 
19987	19988	1	  live     country   many think     lady   less vulgar     black   lady  trump 
19994	19995	1	  latest   cognizant blogger  thanks      fostercare 
20013	20014	1	  basically sums     brexit means britains  eurosceptic  xenophobic isolationist tribalism 
20021	20022	1	      no balls lumpy   girl   spot   lumpy tony says        prove   lumpy bwahahahahaha
20033	20034	1	    wonderful   see   intelligent woman stand her ground against   condescending  jerk
20035	20036	1	   bodies   equal  bodyimage body appearance women  nudity naked naturism beauty nudist 
20045	20046	1	white nationalist leader reveals      most horrifying hopes   america  usa  haters 
20048	20049	1	trump ally wishes mad cow disease death   obama  cnn  hatred insults  
20057	20058	1	       think   call him names     true conman traitor draftdodger  coward 
20060	20061	1	 flashbackfriday racist democrats falsely accuse latina nominee amp raid her business      embarrass gop prez   
20063	20064	1	 after trump     media normalizing   kkk  alternet  
20064	20065	1	  immature      trying   make   fool      xenophobe immature moron 
20085	20086	1	       right idea       deal   her nasty  
20092	20093	1	   pueorico environmental injustice    inflame protests over coal ash   ty 
20121	20122	1	carlpaladinos  comments about   obamas make him   late contender     most loathsome character    
20136	20137	1	     guess   white women     blame       work again    propaganda alllivesmatter
20138	20139	1	 ouch woow   sexy      
20161	20162	1	 feminismiscancer feminismisterrorism feminismmuktbharat    malevote   ignored  
20214	20215	1	 new law makes   acceptable   clip racist cab drivers round   ear  satire  
20219	20220	1	could       systemicracism   impossible real acts   racism   easier   stand      unfounately   
20222	20223	1	    case     commonwealth     internet vs    evidence proved him guilty   antisemitism     misogyny
20259	20260	1	 stop   
20263	20264	1	    go girl maga 
20269	20270	1	mtv   fullretard    video nzpol auspol merkel retard   hispters mansplaining svpol theview 
20277	20278	1	 video shows white texas cop arresting black mother   repoed assault   her son   bla
20283	20284	1	    comedy      comedians    
20289	20290	1	        next klan meeting  
20294	20295	1	  pros   cons   marrying   irishman  omg   sexist aicle   men amp   only add   ongoing irish 
20322	20323	1	   repeat   concept   blackvote hispanicvote womenvote malevote    only talk about womenvote  
20323	20324	1	 fuck     homophobic  misogynistic xenophobic whitesupremacist   may   fooled         majority
20361	20362	1	  nites church service look  back     bible maps   biblical events took place jesus amp   disciples   ppl   color 
20380	20381	1	 nick cannon speaks out against   systemic      via  alllivesmatter unbo
20412	20413	1	please repo him   
20419	20420	1	  learned   therere men     breast feeding repulsive amp     those   fathers     makes any sense whatsoever 
20423	20424	1	    either call   eyetalian joke     nationality   african ape     atheist 
20427	20428	1	   comments about  mrs obama   offensive   fuher confirm         racist jackass  idiot 
20434	20435	1	  might     libtard   libtard  sjw liberal politics 
20464	20465	1	 delta   under fire after youtube prankster   removed     flight   speaking arabic  
20501	20502	1	ending  smoking reefers going crazy   listening   negro music eat   mr anslinger cannabis  swingtanzenverboten
20521	20522	1	 awesome black man gets kkk members   disavow   befriending them   blacklivesmatter
20541	20542	1	boys play sex  womens 
20553	20554	1	opinion    rife     lgbt community gay people   demand equality while discriminating themselves 
20575	20576	1	    look like yearolds posting dictionary definitions    amp acting       proved   point
20628	20629	1	 porn videos free nude beach photo 
20640	20641	1	tyler perry says backlash over   tlc show   reverse racism  
20651	20652	1	  might     libtard   libtard  sjw liberal politics 
20654	20655	1	   might   going   hell   were   surprised   versace  
20667	20668	1	us msm barrackobama  trump vedic astrology predictions  us president donald trump 
20668	20669	1	     trump     fascist amp     bigot misogynist  sexualpredator   proven     words
20675	20676	1	       government   deliberately toures refugees         coronial inquest into hamids death amp busi
20732	20733	1	 go fuck   own  assholes  dumb mafuckas   
20746	20747	1	  reality       tech industry       regularass people tech discrimination  
20776	20777	1	     whores   ring   fire   misogyny
20787	20788	1	 allahsoil most deaths caused   islamic extremism occur   civil wars   terror attacks  
20801	20802	1	remember     camber sands deaths blamed   victims culture   council   rother
20803	20804	1	   breathes through   wave     need   resilience   
20813	20814	1	   dystopian tale    radicalisation amp revenge  preorder   cp 
20819	20820	1	  work     ellicottsquarebuilding   buffalo owned    garbage person carlpaladino heres   he li 
20828	20829	1	  nc monster law     republican lawmakers   disenfranchised black voters   near surgical precision 
20887	20888	1	sikh temple vandalised     calgary wso condemns  act  
20912	20913	1	 crazy things women couldnt       complementarianism  complementarian
20915	20916	1	newyear wish list    cretin carlpaladinoelection cochairman   presidentelect trump   mrampmrs 
20971	20972	1	   areclueless buddy regarding   standing american policy   comments   reflections   ignorance    
20977	20978	1	    he     real winner  loser
20982	20983	1	 woman gets shagged   black man adult riders 
20983	20984	1	scrutinize savor amp dispose unbelievable chosen headlines   revolution against racism humanity  
20993	20994	1	     defeat ugly prejudice lgbt  life business  
21031	21032	1	great aicle about finland whiteness    equality 
21033	21034	1	    typical lying leftist thats slander     grp  christians   kill  christia
21043	21044	1	 allahsoil   crusader west vs islamic terrorism     popular sequel   capitalism vs communism 
21121	21122	1	us ambassador says zionism   form    israelisettlements illegalisraelisettlements terrorism 
21122	21123	1	      government   deliberately toures refugees         coronial inquest into hamids death amp business   usual
21155	21156	1	   major kind      people   talking enough about  via  environmental 
21161	21162	1	     kick      flight   he spoke arabic boycottdelta
21177	21178	1	while neonazi   altright attack fellow americans      hate   real enemy laughs     gates putin
21185	21186	1	     no way       man should   allowed   become attorney general  liar asshat
21190	21191	1	alabama victoria secret shoppers face racial discrimination video cwt  via  
21194	21195	1	sikh temple vandalised     calgary wso condemns  act  
21205	21206	1	   black amp   like      stomping     listen  retweet tampa miami 
21217	21218	1	 chick gets fucked   thomas howell naked 
21241	21242	1	 antiwhite  new black panthers recently   milwaukee chant free us   die cracker amp fck   pigs 
21255	21256	1	allahsoil jews christians   muslims   believe   good   prevail cnn bbc msnbc inwords   
21256	21257	1	  pulled   chain stoptalking    sob  auspol 
21283	21284	1	  guy     lunatic   angryignorantand vicious man 
21284	21285	1	 fl woman screaming racial slurs aims guns laser pointer   black mcdonalds customer  
21294	21295	1	 silence betrays   innocent activism hunger nofur animalrights noyulin eah wildlife vegan  lgbt 
21301	21302	1	 msnbc  amjoy joe biden       thank trump   unmasking americas  
21317	21318	1	 waitingf  wildest cutest takuyakimura    highfashion brand cosmeticsbrand worldcampaign ad amp 
21319	21320	1	        wonderful year        craving   authoritarian hand
21344	21345	1	obama joins   jackals   ass america   miss obama   they realize trump     nothing   them trumpism generationkkk
21350	21351	1	  preach blm  skywilliams preach
21363	21364	1	 boob camron diaz naked pics
21365	21366	1	     real    antisemites        progressive minions   freedom loving americans
21366	21367	1	  grows     uk after brexit  buggeroffboris bregret ukip voteleave leaveeu 
21367	21368	1	   might     libtard   libtard  sjw liberal politics 
21368	21369	1	  latest   seattle daily  thanks    seahawks 
21385	21386	1	          man comes   last     race   he   declared   winner putinschoice putinspuppet retweet 
21388	21389	1	    altright promote   new kind    genetics  mt   
21394	21395	1	  ends      hopeful message against      music industry  via 
21430	21431	1	many white americans actually believe         chance   peace     sexualpredator amp altright      helm moronsmatter
21440	21441	1	scapelliti  woobietuesday     blocked      troll     promise    blacklivesmatter amp 
21442	21443	1	advanced value chain videos     valuechain 
21451	21452	1	after  yrs   endless lies contempt      left activist   realize   clarity he never came clean wus 
21477	21478	1	nowe   see they     instrumental   promoting false narrative amp abetting divisive blm agenda 
21485	21486	1	  proud       mayor like      afraid   speak   truthand yes he   completely right 
21527	21528	1	 charlespaladinos  comments spark calls   resignation  
21540	21541	1	   feelings   mutual    ableism islamophobia  transphobia misogyny homophobiaenablin bigot 
21550	21551	1	 allahsoil jews christians   muslims   believe   good   prevail cnn bbc msnbc inwords   
21555	21556	1	black lives matter bml except   mine apparently     patience  watch       way through   jo
21592	21593	1	 thiss insane acts   koreans they   trample national flag   other nation   clearly  rapeculture 
21602	21603	1	 ny cunt campaign cochair unleashes   obamas     wishlist   via  fucktrump
21615	21616	1	        going   call            balls   put   own hashtag onto  
21621	21622	1	everyone ask    they endorse   blatant      
21622	21623	1	free girls pic galery  girls fucked 
21624	21625	1	cctv  appeal after horrific   attack   norrisgreen   
21647	21648	1	  really   think       exaggeration   ill keep sharing every time   comes back around trump vote  
21649	21650	1	 allahsoil marxs revolution occurredjust     he expected         teambts 
21654	21655	1	       chinese   communists   well     theyre   white thats right   see dumbingdownofamerica 
21658	21659	1	save   date  sourcenation live wed  thependulum  newshow  policebrutality 
21670	21671	1	      get   low key     play   trumps foolish request   change judges   wall   wall coverage 
21691	21692	1	 essential reading   someone   should follow  
21699	21700	1	 donkey zionazis proud   murdering real palestinian semitic children  thats     call antisemtism 
21705	21706	1	 rebellion     uk     dontbuythesun amp   those rags   only spread tories propaganda fear hatred 
21726	21727	1	note       able   pop   zit     neck thats       days   beensqueezing     days 
21757	21758	1	 green book sundown towns route guide   reminder      faced travellers under us segregation  
21767	21768	1	lee atwater   caught   tape explains   southern strategy he     reagans cabinet  th
21769	21770	1	  notice   much scum trump hires  
21792	21793	1	   delete   account shallow    go away 
21801	21802	1	    stellar year         
21813	21814	1	 greed   killing   planet     human race     extinction stopthewars  
21849	21850	1	 netanyahu   demonstrated  disrespect against obama    yrs gop feigned outrage   full   excrement israel
21874	21875	1	    wheres      need   reappraise   victimhood
21877	21878	1	 pm sunday scumbag   southsudankot playing mind games again blasting neighbors   music intermittently racis
21913	21914	1	     hes    zionist     anyone expect
